Exposure,Mean,SD,IQR,Min,Fifth,Median,NinetyFifth,Max
pm25,9.95126229866048,3.22346277343053,4.15923342325413,0.281047811846437,4.34816889661519,9.95292450681425,15.1132568672257,30.9249272837877
no2,16.9128627478445,9.43088262834066,12.0123489410713,0.0118787781674097,5.68697410036925,14.6787692995336,35.2441854909112,127.626410809231
ozone_summer,45.9923595874813,7.51493348569146,9.8009368169355,16.1273245164607,33.1917065649226,45.9910604979874,57.4421835308861,91.0118099115042
